Employee_ID,title_clean,cluster,Cluster_Label,Individual_Skills,Skills_String,Skills_Count,Similar_Employee_1,Similar_Employee_1_Score,Similar_Employee_2,Similar_Employee_2_Score,Similar_Employee_3,Similar_Employee_3_Score
EMP_0211,Shipping Logistics Specialist,2,Customer Service & Logistics (Supply Chain Execution),"['Excel', 'Oracle/ERP', 'Engineering/Maintenance', 'Supply Chain']","Excel, Oracle/ERP, Engineering/Maintenance, Supply Chain",4,EMP_0137,0.970399976,EMP_0041,0.897199988,EMP_0083,0.874100029
EMP_0212,Corporate Receptionist,15,Front Office & Reception,['Admin/EA'],Admin/EA,1,EMP_0223,0.942600012,EMP_0224,0.941299975,EMP_0226,0.9375
EMP_0213,EA to the President & CEO,15,Front Office & Reception,"['Excel', 'Admin/EA']","Excel, Admin/EA",2,EMP_0214,0.957300007,EMP_0216,0.924000025,EMP_0221,0.920000017
EMP_0214,Executive Office Coordinator,15,Front Office & Reception,"['Excel', 'Admin/EA']","Excel, Admin/EA",2,EMP_0221,0.959699988,EMP_0222,0.959299982,EMP_0213,0.957300007
EMP_0215,Administrative Assistant,15,Front Office & Reception,"['Engineering/Maintenance', 'Supply Chain', 'Admin/EA']","Engineering/Maintenance, Supply Chain, Admin/EA",3,EMP_0216,0.984300017,EMP_0225,0.921500027,EMP_0218,0.917599976
EMP_0216,BS Administrative Assistant,15,Front Office & Reception,"['Oracle/ERP', 'Engineering/Maintenance', 'Supply Chain', 'Tax/Transfer Pricing', 'Admin/EA']","Oracle/ERP, Engineering/Maintenance, Supply Chain, Tax/Transfer Pricing, Admin/EA",5,EMP_0215,0.984300017,EMP_0225,0.945100009,EMP_0221,0.928200006
EMP_0217,Front Office Admin,15,Front Office & Reception,"['Excel', 'Admin/EA']","Excel, Admin/EA",2,EMP_0216,0.911800027,EMP_0215,0.903299987,EMP_0225,0.897400022
EMP_0218,Front Office Administration,15,Front Office & Reception,"['Engineering/Maintenance', 'Audit/SOX']","Engineering/Maintenance, Audit/SOX",2,EMP_0219,0.944199979,EMP_0223,0.936600029,EMP_0224,0.936200023
EMP_0219,Front Office Administration,15,Front Office & Reception,"['Excel', 'Engineering/Maintenance', 'Audit/SOX', 'Admin/EA']","Excel, Engineering/Maintenance, Audit/SOX, Admin/EA",4,EMP_0223,0.94660002,EMP_0218,0.944199979,EMP_0226,0.939300001
EMP_0220,Executive Office Coordinator v,3,Corporate Admin Support (Office Coordination),"['Admin/EA', 'Communications/PR']","Admin/EA, Communications/PR",2,EMP_0222,0.985400021,EMP_0221,0.985300004,EMP_0227,0.981999993
EMP_0221,Executive Office Coordinator,3,Corporate Admin Support (Office Coordination),"['Admin/EA', 'Communications/PR']","Admin/EA, Communications/PR",2,EMP_0222,0.999800026,EMP_0227,0.99119997,EMP_0220,0.985300004
EMP_0222,Executive Office Coordinator,3,Corporate Admin Support (Office Coordination),"['Admin/EA', 'Communications/PR']","Admin/EA, Communications/PR",2,EMP_0221,0.999800026,EMP_0227,0.990800023,EMP_0220,0.985400021
EMP_0223,Job Description Corporate Office Receptionist,15,Front Office & Reception,"['Excel', 'Engineering/Maintenance', 'Audit/SOX', 'Admin/EA']","Excel, Engineering/Maintenance, Audit/SOX, Admin/EA",4,EMP_0226,0.994599998,EMP_0224,0.99059999,EMP_0219,0.94660002
EMP_0224,Corporate Office Receptionist,15,Front Office & Reception,"['Excel', 'Engineering/Maintenance', 'Audit/SOX']","Excel, Engineering/Maintenance, Audit/SOX",3,EMP_0226,0.994499981,EMP_0223,0.99059999,EMP_0212,0.941299975
EMP_0225,Executive Office Administrator,3,Corporate Admin Support (Office Coordination),"['Excel', 'Engineering/Maintenance', 'Admin/EA']","Excel, Engineering/Maintenance, Admin/EA",3,EMP_0222,0.970200002,EMP_0221,0.970099986,EMP_0227,0.962899983
EMP_0226,Corporate Office Receptionist,15,Front Office & Reception,"['Excel', 'Engineering/Maintenance', 'Audit/SOX']","Excel, Engineering/Maintenance, Audit/SOX",3,EMP_0223,0.994599998,EMP_0224,0.994499981,EMP_0219,0.939300001
EMP_0227,Job Description Executive Office Coordinator,3,Corporate Admin Support (Office Coordination),['Admin/EA'],Admin/EA,1,EMP_0221,0.99119997,EMP_0222,0.990800023,EMP_0220,0.981999993
EMP_0228,"Manager, Stakeholder Relations Geismar",9,Corporate Communications & Sustainability/ESG,['Communications/PR'],Communications/PR,1,EMP_0244,0.960900009,EMP_0243,0.948499978,EMP_0245,0.947000027
EMP_0229,Digital Media Specialist,9,Corporate Communications & Sustainability/ESG,['Communications/PR'],Communications/PR,1,EMP_0238,0.945200026,EMP_0246,0.936699986,EMP_0237,0.935100019
EMP_0230,Communications Specialist,9,Corporate Communications & Sustainability/ESG,"['ESG/Sustainability', 'Communications/PR', 'Project Management']","ESG/Sustainability, Communications/PR, Project Management",3,EMP_0237,0.942900002,EMP_0246,0.942600012,EMP_0238,0.93629998
EMP_0231,"Director, Global Communications Executive Brief",9,Corporate Communications & Sustainability/ESG,"['Supply Chain', 'Communications/PR']","Supply Chain, Communications/PR",2,EMP_0247,0.924199998,EMP_0234,0.921299994,EMP_0240,0.917100012
EMP_0232,"Manager, Global Communications",9,Corporate Communications & Sustainability/ESG,['Communications/PR'],Communications/PR,1,EMP_0235,0.998899996,EMP_0240,0.995800018,EMP_0247,0.962599993
EMP_0233,Communcations Assistant,14,Executive & Legal Administrative Support,"['Excel', 'Admin/EA', 'Communications/PR']","Excel, Admin/EA, Communications/PR",3,EMP_0608,0.917599976,EMP_0599,0.915000021,EMP_0409,0.910700023
EMP_0234,"Director, Global Communications",9,Corporate Communications & Sustainability/ESG,['Communications/PR'],Communications/PR,1,EMP_0247,0.973500013,EMP_0240,0.950100005,EMP_0235,0.94749999
EMP_0235,"Manager, Global Communications",9,Corporate Communications & Sustainability/ESG,['Communications/PR'],Communications/PR,1,EMP_0232,0.998899996,EMP_0240,0.996500015,EMP_0247,0.961499989
EMP_0236,Senior Communications Specialist YVR,9,Corporate Communications & Sustainability/ESG,['Communications/PR'],Communications/PR,1,EMP_0237,0.985899985,EMP_0246,0.978699982,EMP_0238,0.949899971
EMP_0237,Senior Communications Specialist,9,Corporate Communications & Sustainability/ESG,['Communications/PR'],Communications/PR,1,EMP_0246,0.990999997,EMP_0236,0.985899985,EMP_0238,0.956799984
EMP_0238,Communications Specialist,9,Corporate Communications & Sustainability/ESG,"['Communications/PR', 'Project Management']","Communications/PR, Project Management",2,EMP_0246,0.962700009,EMP_0240,0.960500002,EMP_0235,0.959699988
EMP_0239,"Manager, Global Communications, Manufacturing",9,Corporate Communications & Sustainability/ESG,"['Communications/PR', 'Project Management']","Communications/PR, Project Management",2,EMP_0242,0.994899988,EMP_0243,0.946799994,EMP_0235,0.940900028
EMP_0240,"Manager, Global Communications",9,Corporate Communications & Sustainability/ESG,"['ESG/Sustainability', 'Communications/PR']","ESG/Sustainability, Communications/PR",2,EMP_0235,0.996500015,EMP_0232,0.995800018,EMP_0247,0.962400019
EMP_0241,Sustainability and Communications Coordinator,9,Corporate Communications & Sustainability/ESG,"['ESG/Sustainability', 'Communications/PR', 'Project Management']","ESG/Sustainability, Communications/PR, Project Management",3,EMP_0620,0.998399973,EMP_0238,0.939700007,EMP_0240,0.933700025
EMP_0242,Manager Global Communications Manufacturing,9,Corporate Communications & Sustainability/ESG,"['ESG/Sustainability', 'Communications/PR', 'Project Management']","ESG/Sustainability, Communications/PR, Project Management",3,EMP_0239,0.994899988,EMP_0243,0.946500003,EMP_0245,0.938300014
EMP_0243,"PD Manager, Stakeholder Relations",9,Corporate Communications & Sustainability/ESG,"['Engineering/Maintenance', 'ESG/Sustainability', 'Communications/PR', 'Project Management']","Engineering/Maintenance, ESG/Sustainability, Communications/PR, Project Management",4,EMP_0245,0.993200004,EMP_0244,0.981299996,EMP_0228,0.948499978
EMP_0244,"PD Manager, Stakeholder Relations Geismar",9,Corporate Communications & Sustainability/ESG,"['Engineering/Maintenance', 'ESG/Sustainability', 'Communications/PR', 'Project Management']","Engineering/Maintenance, ESG/Sustainability, Communications/PR, Project Management",4,EMP_0243,0.981299996,EMP_0245,0.978200018,EMP_0228,0.960900009
EMP_0245,"PD Manager, Stakeholder Relations",9,Corporate Communications & Sustainability/ESG,"['Engineering/Maintenance', 'ESG/Sustainability', 'Communications/PR', 'Project Management']","Engineering/Maintenance, ESG/Sustainability, Communications/PR, Project Management",4,EMP_0243,0.993200004,EMP_0244,0.978200018,EMP_0228,0.947000027
EMP_0246,PD Senior Communications Specialist,9,Corporate Communications & Sustainability/ESG,"['Admin/EA', 'Communications/PR']","Admin/EA, Communications/PR",2,EMP_0237,0.990999997,EMP_0236,0.978699982,EMP_0238,0.962700009
EMP_0247,"Director, Global Communications",9,Corporate Communications & Sustainability/ESG,['Communications/PR'],Communications/PR,1,EMP_0234,0.973500013,EMP_0232,0.962599993,EMP_0240,0.962400019
EMP_0248,Executive Assistant to CFO,3,Corporate Admin Support (Office Coordination),"['Safety/EHS', 'Tax/Transfer Pricing', 'Admin/EA']","Safety/EHS, Tax/Transfer Pricing, Admin/EA",3,EMP_0250,0.996100008,EMP_0303,0.937900007,EMP_0140,0.919700027
EMP_0249,Corporate Accounting Intern,6,Financial Reporting & Accounting (Controllership),"['Excel', 'Oracle/ERP', 'Supply Chain', 'Data Analysis']","Excel, Oracle/ERP, Supply Chain, Data Analysis",4,EMP_0266,0.992200017,EMP_0291,0.940999985,EMP_0319,0.939999998
EMP_0250,Executive Assistant to CFO,3,Corporate Admin Support (Office Coordination),"['Safety/EHS', 'Tax/Transfer Pricing', 'Admin/EA']","Safety/EHS, Tax/Transfer Pricing, Admin/EA",3,EMP_0248,0.996100008,EMP_0303,0.938000023,EMP_0140,0.920099974
EMP_0251,PD Project Coordinator,0,Applications & Business Systems Analysis,"['Excel', 'Data Analysis', 'Project Management']","Excel, Data Analysis, Project Management",3,EMP_0403,0.922599971,EMP_0538,0.902899981,EMP_0444,0.890100002
EMP_0252,Assistant Controller,1,Treasury & Corporate Finance Leadership,"['Audit/SOX', 'Tax/Transfer Pricing', 'Finance/Reporting']","Audit/SOX, Tax/Transfer Pricing, Finance/Reporting",3,EMP_0280,0.965900004,EMP_0275,0.960799992,EMP_0253,0.954599977
EMP_0253,VP & Controller,1,Treasury & Corporate Finance Leadership,"['Oracle/ERP', 'Tax/Transfer Pricing', 'Finance/Reporting']","Oracle/ERP, Tax/Transfer Pricing, Finance/Reporting",3,EMP_0264,0.992399991,EMP_0275,0.981400013,EMP_0272,0.968299985
EMP_0254,Financial Reporting Analyst,6,Financial Reporting & Accounting (Controllership),['Finance/Reporting'],Finance/Reporting,1,EMP_0258,0.979300022,EMP_0265,0.978200018,EMP_0268,0.971300006
EMP_0255,Financial Accountant,6,Financial Reporting & Accounting (Controllership),"['Excel', 'Oracle/ERP', 'Finance/Reporting']","Excel, Oracle/ERP, Finance/Reporting",3,EMP_0265,0.978600025,EMP_0258,0.974799991,EMP_0268,0.963
EMP_0256,Tax Reporting Analyst,12,Tax & Transfer Pricing,"['Excel', 'Oracle/ERP', 'Supply Chain', 'Tax/Transfer Pricing', 'Finance/Reporting']","Excel, Oracle/ERP, Supply Chain, Tax/Transfer Pricing, Finance/Reporting",5,EMP_0353,0.961600006,EMP_0349,0.954200029,EMP_0354,0.951799989
EMP_0257,"Manager, Corporate Reporting",6,Financial Reporting & Accounting (Controllership),"['Excel', 'Oracle/ERP', 'Finance/Reporting']","Excel, Oracle/ERP, Finance/Reporting",3,EMP_0284,0.996800005,EMP_0269,0.960200012,EMP_0265,0.957499981
EMP_0258,Financial Reporting Analyst,6,Financial Reporting & Accounting (Controllership),"['Excel', 'Oracle/ERP', 'Engineering/Maintenance', 'HR/Payroll', 'Finance/Reporting']","Excel, Oracle/ERP, Engineering/Maintenance, HR/Payroll, Finance/Reporting",5,EMP_0265,0.997200012,EMP_0268,0.991400003,EMP_0288,0.989199996
EMP_0259,"Manager, Corporate Accounting",6,Financial Reporting & Accounting (Controllership),"['Excel', 'Engineering/Maintenance', 'Supply Chain', 'Tax/Transfer Pricing', 'Finance/Reporting', 'Admin/EA']","Excel, Engineering/Maintenance, Supply Chain, Tax/Transfer Pricing, Finance/Reporting, Admin/EA",6,EMP_0283,0.992200017,EMP_0287,0.947300017,EMP_0280,0.9454
EMP_0260,Senior Reporting Analyst,6,Financial Reporting & Accounting (Controllership),"['Finance/Reporting', 'Communications/PR']","Finance/Reporting, Communications/PR",2,EMP_0269,0.998000026,EMP_0282,0.993700027,EMP_0286,0.993700027
EMP_0261,"Supervisor, Corporate Reporting",6,Financial Reporting & Accounting (Controllership),"['HR/Payroll', 'Finance/Reporting', 'Communications/PR']","HR/Payroll, Finance/Reporting, Communications/PR",3,EMP_0289,0.985899985,EMP_0270,0.957099974,EMP_0284,0.954999983
EMP_0262,Corporate Accountant,6,Financial Reporting & Accounting (Controllership),"['Excel', 'Oracle/ERP', 'Tax/Transfer Pricing', 'HR/Payroll']","Excel, Oracle/ERP, Tax/Transfer Pricing, HR/Payroll",4,EMP_0281,0.987999976,EMP_0273,0.950900018,EMP_0283,0.948000014
EMP_0263,Financial Analyst,6,Financial Reporting & Accounting (Controllership),"['Excel', 'Oracle/ERP', 'Supply Chain', 'Tax/Transfer Pricing', 'Finance/Reporting']","Excel, Oracle/ERP, Supply Chain, Tax/Transfer Pricing, Finance/Reporting",5,EMP_0267,0.968599975,EMP_0285,0.961099982,EMP_0300,0.958500028
EMP_0264,VP Controller,1,Treasury & Corporate Finance Leadership,"['Oracle/ERP', 'Tax/Transfer Pricing', 'Finance/Reporting']","Oracle/ERP, Tax/Transfer Pricing, Finance/Reporting",3,EMP_0253,0.992399991,EMP_0275,0.977100015,EMP_0272,0.96359998
EMP_0265,Financial Reporting Analyst,6,Financial Reporting & Accounting (Controllership),"['Excel', 'Oracle/ERP', 'Finance/Reporting']","Excel, Oracle/ERP, Finance/Reporting",3,EMP_0258,0.997200012,EMP_0288,0.990100026,EMP_0268,0.988699973
EMP_0266,Corporate Accounting Intern,6,Financial Reporting & Accounting (Controllership),"['Excel', 'Oracle/ERP', 'Supply Chain', 'Data Analysis']","Excel, Oracle/ERP, Supply Chain, Data Analysis",4,EMP_0249,0.992200017,EMP_0291,0.941900015,EMP_0276,0.936100006
EMP_0267,Financial Analyst,6,Financial Reporting & Accounting (Controllership),"['Excel', 'Oracle/ERP', 'Supply Chain', 'Finance/Reporting']","Excel, Oracle/ERP, Supply Chain, Finance/Reporting",4,EMP_0263,0.968599975,EMP_0254,0.95450002,EMP_0255,0.9375
EMP_0268,Financial Reporting Analyst,6,Financial Reporting & Accounting (Controllership),"['Engineering/Maintenance', 'HR/Payroll', 'Finance/Reporting']","Engineering/Maintenance, HR/Payroll, Finance/Reporting",3,EMP_0288,0.995899975,EMP_0258,0.991400003,EMP_0265,0.988699973
EMP_0269,Senior Reporting Analyst,6,Financial Reporting & Accounting (Controllership),"['Finance/Reporting', 'Communications/PR']","Finance/Reporting, Communications/PR",2,EMP_0260,0.998000026,EMP_0290,0.994400024,EMP_0282,0.994400024
EMP_0270,Senior Reporting Analyst,6,Financial Reporting & Accounting (Controllership),"['Finance/Reporting', 'Communications/PR']","Finance/Reporting, Communications/PR",2,EMP_0269,0.971000016,EMP_0260,0.967700005,EMP_0286,0.965799987
EMP_0271,Corporate Controller Final,1,Treasury & Corporate Finance Leadership,"['Oracle/ERP', 'Tax/Transfer Pricing', 'Finance/Reporting']","Oracle/ERP, Tax/Transfer Pricing, Finance/Reporting",3,EMP_0272,0.99970001,EMP_0275,0.986599982,EMP_0253,0.967400014
EMP_0272,Corporate Controller,1,Treasury & Corporate Finance Leadership,"['Oracle/ERP', 'Tax/Transfer Pricing', 'Finance/Reporting']","Oracle/ERP, Tax/Transfer Pricing, Finance/Reporting",3,EMP_0271,0.99970001,EMP_0275,0.986999989,EMP_0253,0.968299985
EMP_0273,Accountant,6,Financial Reporting & Accounting (Controllership),"['Excel', 'Oracle/ERP', 'Tax/Transfer Pricing', 'Admin/EA']","Excel, Oracle/ERP, Tax/Transfer Pricing, Admin/EA",4,EMP_0279,0.984499991,EMP_0274,0.976999998,EMP_0276,0.965399981
EMP_0274,Accounting Assistant,6,Financial Reporting & Accounting (Controllership),"['Excel', 'Oracle/ERP', 'Admin/EA']","Excel, Oracle/ERP, Admin/EA",3,EMP_0273,0.976999998,EMP_0276,0.96390003,EMP_0277,0.959999979
EMP_0275,Corporate Controller,1,Treasury & Corporate Finance Leadership,"['Oracle/ERP', 'Audit/SOX', 'Tax/Transfer Pricing', 'Finance/Reporting']","Oracle/ERP, Audit/SOX, Tax/Transfer Pricing, Finance/Reporting",4,EMP_0272,0.986999989,EMP_0271,0.986599982,EMP_0253,0.981400013
EMP_0276,Accounting Clerk,6,Financial Reporting & Accounting (Controllership),"['Excel', 'Oracle/ERP', 'Tax/Transfer Pricing', 'Admin/EA']","Excel, Oracle/ERP, Tax/Transfer Pricing, Admin/EA",4,EMP_0277,0.994799972,EMP_0273,0.965399981,EMP_0274,0.96390003
EMP_0277,Accounting Clerk,6,Financial Reporting & Accounting (Controllership),"['Excel', 'Oracle/ERP', 'Tax/Transfer Pricing', 'Admin/EA']","Excel, Oracle/ERP, Tax/Transfer Pricing, Admin/EA",4,EMP_0276,0.994799972,EMP_0274,0.959999979,EMP_0273,0.957799971
EMP_0278,"Manager, Global Finance Solutions",18,Oracle Finance Systems,"['Excel', 'Oracle/ERP', 'Audit/SOX', 'Finance/Reporting', 'IT/Business Systems']","Excel, Oracle/ERP, Audit/SOX, Finance/Reporting, IT/Business Systems",5,EMP_0316,0.989799976,EMP_0309,0.980499983,EMP_0310,0.965900004
EMP_0279,Accountant,6,Financial Reporting & Accounting (Controllership),"['Excel', 'Oracle/ERP', 'Tax/Transfer Pricing', 'Admin/EA']","Excel, Oracle/ERP, Tax/Transfer Pricing, Admin/EA",4,EMP_0273,0.984499991,EMP_0274,0.959200025,EMP_0281,0.952300012
EMP_0280,Assistant Controller,6,Financial Reporting & Accounting (Controllership),"['Tax/Transfer Pricing', 'Finance/Reporting']","Tax/Transfer Pricing, Finance/Reporting",2,EMP_0252,0.965900004,EMP_0287,0.947700024,EMP_0259,0.9454
EMP_0281,Corporate Accountant,6,Financial Reporting & Accounting (Controllership),"['Excel', 'Oracle/ERP', 'Tax/Transfer Pricing', 'HR/Payroll']","Excel, Oracle/ERP, Tax/Transfer Pricing, HR/Payroll",4,EMP_0262,0.987999976,EMP_0279,0.952300012,EMP_0273,0.949100018
EMP_0282,Senior Reporting Analyst,6,Financial Reporting & Accounting (Controllership),"['Audit/SOX', 'Finance/Reporting', 'Communications/PR']","Audit/SOX, Finance/Reporting, Communications/PR",3,EMP_0286,1,EMP_0290,1,EMP_0269,0.994400024
EMP_0283,"Manager, Corporate Accounting",6,Financial Reporting & Accounting (Controllership),"['Excel', 'Engineering/Maintenance', 'Supply Chain', 'Tax/Transfer Pricing', 'Finance/Reporting', 'Admin/EA']","Excel, Engineering/Maintenance, Supply Chain, Tax/Transfer Pricing, Finance/Reporting, Admin/EA",6,EMP_0259,0.992200017,EMP_0257,0.949400008,EMP_0262,0.948000014
EMP_0284,"Manager, Corporate Reporting",6,Financial Reporting & Accounting (Controllership),"['Excel', 'Oracle/ERP', 'Finance/Reporting']","Excel, Oracle/ERP, Finance/Reporting",3,EMP_0257,0.996800005,EMP_0286,0.957099974,EMP_0282,0.957099974
EMP_0285,"Manager, Financial Planning and Analysis",6,Financial Reporting & Accounting (Controllership),"['Excel', 'Tax/Transfer Pricing', 'Legal/Contracts']","Excel, Tax/Transfer Pricing, Legal/Contracts",3,EMP_0300,0.990999997,EMP_0263,0.961099982,EMP_0080,0.948199987
EMP_0286,Senior Reporting Analyst,6,Financial Reporting & Accounting (Controllership),"['Audit/SOX', 'Finance/Reporting', 'Communications/PR']","Audit/SOX, Finance/Reporting, Communications/PR",3,EMP_0282,1,EMP_0290,1,EMP_0269,0.994400024
EMP_0287,"VP, Corporate Controller",6,Financial Reporting & Accounting (Controllership),"['Oracle/ERP', 'Tax/Transfer Pricing', 'Finance/Reporting']","Oracle/ERP, Tax/Transfer Pricing, Finance/Reporting",3,EMP_0280,0.947700024,EMP_0259,0.947300017,EMP_0283,0.944899976
EMP_0288,Financial Reporting Analyst,6,Financial Reporting & Accounting (Controllership),"['Oracle/ERP', 'Engineering/Maintenance', 'HR/Payroll', 'Finance/Reporting']","Oracle/ERP, Engineering/Maintenance, HR/Payroll, Finance/Reporting",4,EMP_0268,0.995899975,EMP_0265,0.990100026,EMP_0258,0.989199996
EMP_0289,Supervisor Corporate Reporting,6,Financial Reporting & Accounting (Controllership),"['Excel', 'Supply Chain', 'Tax/Transfer Pricing', 'HR/Payroll', 'Finance/Reporting', 'Communications/PR']","Excel, Supply Chain, Tax/Transfer Pricing, HR/Payroll, Finance/Reporting, Communications/PR",6,EMP_0261,0.985899985,EMP_0270,0.95389998,EMP_0284,0.951600015
EMP_0290,Senior Reporting Analyst,6,Financial Reporting & Accounting (Controllership),"['Audit/SOX', 'Finance/Reporting', 'Communications/PR']","Audit/SOX, Finance/Reporting, Communications/PR",3,EMP_0286,1,EMP_0282,1,EMP_0269,0.994400024
EMP_0291,Financial Systems Analyst Intern,18,Oracle Finance Systems,"['Excel', 'Oracle/ERP', 'ITSM/Service Desk', 'Supply Chain', 'Admin/EA', 'Data Analysis', 'Project Management', 'IT/Business Systems']","Excel, Oracle/ERP, ITSM/Service Desk, Supply Chain, Admin/EA, Data Analysis, Project Management, IT/Business Systems",8,EMP_0319,0.993200004,EMP_0307,0.992699981,EMP_0318,0.992699981
EMP_0292,"VP, Corporate Finance",1,Treasury & Corporate Finance Leadership,['Tax/Transfer Pricing'],Tax/Transfer Pricing,1,EMP_0296,0.97390002,EMP_0297,0.972599983,EMP_0302,0.962499976
EMP_0293,VP Finance and Sustainability,1,Treasury & Corporate Finance Leadership,"['Oracle/ERP', 'Audit/SOX', 'Tax/Transfer Pricing', 'ESG/Sustainability']","Oracle/ERP, Audit/SOX, Tax/Transfer Pricing, ESG/Sustainability",4,EMP_0296,0.983799994,EMP_0297,0.98360002,EMP_0302,0.967999995
EMP_0294,Position Title,6,Financial Reporting & Accounting (Controllership),"['Supply Chain', 'Finance/Reporting', 'IT/Business Systems']","Supply Chain, Finance/Reporting, IT/Business Systems",3,EMP_0356,0.915400028,EMP_0301,0.914600015,EMP_0295,0.908299983
EMP_0295,Director Corporate Finance,1,Treasury & Corporate Finance Leadership,"['Supply Chain', 'Tax/Transfer Pricing', 'ESG/Sustainability']","Supply Chain, Tax/Transfer Pricing, ESG/Sustainability",3,EMP_0301,0.955900013,EMP_0299,0.945500016,EMP_0297,0.942499995
EMP_0296,VP Corporate Finance,1,Treasury & Corporate Finance Leadership,"['Oracle/ERP', 'Audit/SOX', 'Tax/Transfer Pricing', 'ESG/Sustainability']","Oracle/ERP, Audit/SOX, Tax/Transfer Pricing, ESG/Sustainability",4,EMP_0297,0.998000026,EMP_0302,0.986599982,EMP_0293,0.983799994
EMP_0297,VP Corporate Finance,1,Treasury & Corporate Finance Leadership,"['Audit/SOX', 'Tax/Transfer Pricing']","Audit/SOX, Tax/Transfer Pricing",2,EMP_0296,0.998000026,EMP_0302,0.98360002,EMP_0293,0.98360002
EMP_0298,"Manager, Treasury and Corporate Finance",1,Treasury & Corporate Finance Leadership,"['Tax/Transfer Pricing', 'Finance/Reporting']","Tax/Transfer Pricing, Finance/Reporting",2,EMP_0377,0.991699994,EMP_0380,0.991699994,EMP_0373,0.99089998
EMP_0299,Director North America Finance,1,Treasury & Corporate Finance Leadership,"['Supply Chain', 'Tax/Transfer Pricing']","Supply Chain, Tax/Transfer Pricing",2,EMP_0301,0.950100005,EMP_0295,0.945500016,EMP_0302,0.934599996
EMP_0300,"Manager, Financial Planning and Analysis",6,Financial Reporting & Accounting (Controllership),"['Excel', 'Tax/Transfer Pricing', 'Legal/Contracts']","Excel, Tax/Transfer Pricing, Legal/Contracts",3,EMP_0285,0.990999997,EMP_0263,0.958500028,EMP_0080,0.955200016
EMP_0301,Director Corporate Finance,1,Treasury & Corporate Finance Leadership,['Tax/Transfer Pricing'],Tax/Transfer Pricing,1,EMP_0295,0.955900013,EMP_0299,0.950100005,EMP_0296,0.945599973
EMP_0302,VP Corporate Finance,1,Treasury & Corporate Finance Leadership,"['Supply Chain', 'Tax/Transfer Pricing']","Supply Chain, Tax/Transfer Pricing",2,EMP_0296,0.986599982,EMP_0297,0.98360002,EMP_0293,0.967999995
EMP_0303,Finance Coordinator,3,Corporate Admin Support (Office Coordination),"['Excel', 'Admin/EA']","Excel, Admin/EA",2,EMP_0140,0.980199993,EMP_0250,0.938000023,EMP_0248,0.937900007
EMP_0304,"Manager, Finance Systems",18,Oracle Finance Systems,"['Excel', 'Oracle/ERP', 'Finance/Reporting', 'Project Management']","Excel, Oracle/ERP, Finance/Reporting, Project Management",4,EMP_0309,0.949800014,EMP_0316,0.942200005,EMP_0278,0.935000002
EMP_0305,"Business Lead, Inventory & Operations",18,Oracle Finance Systems,"['Excel', 'Oracle/ERP', 'Supply Chain', 'Project Management']","Excel, Oracle/ERP, Supply Chain, Project Management",4,EMP_0306,0.964699984,EMP_0311,0.946799994,EMP_0308,0.944800019
EMP_0306,"Business Lead, Inventory Costing",18,Oracle Finance Systems,"['Excel', 'Oracle/ERP', 'Supply Chain', 'Project Management']","Excel, Oracle/ERP, Supply Chain, Project Management",4,EMP_0305,0.964699984,EMP_0311,0.947600007,EMP_0308,0.947000027
EMP_0307,Financial Systems Analyst Intern,18,Oracle Finance Systems,"['Excel', 'Oracle/ERP', 'ITSM/Service Desk', 'Supply Chain', 'Admin/EA', 'Data Analysis', 'Project Management', 'IT/Business Systems']","Excel, Oracle/ERP, ITSM/Service Desk, Supply Chain, Admin/EA, Data Analysis, Project Management, IT/Business Systems",8,EMP_0318,1,EMP_0319,0.999499977,EMP_0291,0.992699981
EMP_0308,"Business Lead, Oracle Solutions",18,Oracle Finance Systems,"['Excel', 'Oracle/ERP', 'Supply Chain', 'Audit/SOX']","Excel, Oracle/ERP, Supply Chain, Audit/SOX",4,EMP_0313,0.992900014,EMP_0312,0.991400003,EMP_0311,0.990999997
EMP_0309,"Manager, Finance Systems",18,Oracle Finance Systems,"['Excel', 'Oracle/ERP', 'Audit/SOX', 'Finance/Reporting']","Excel, Oracle/ERP, Audit/SOX, Finance/Reporting",4,EMP_0316,0.988799989,EMP_0278,0.980499983,EMP_0310,0.971700013
EMP_0310,"Director, Finance Systems & Innovation",18,Oracle Finance Systems,"['Excel', 'Oracle/ERP', 'Audit/SOX']","Excel, Oracle/ERP, Audit/SOX",3,EMP_0309,0.971700013,EMP_0316,0.970600009,EMP_0278,0.965900004
EMP_0311,"Senior Business Lead, Oracle Solutions DRAFT",18,Oracle Finance Systems,"['Excel', 'Oracle/ERP', 'Supply Chain', 'Audit/SOX']","Excel, Oracle/ERP, Supply Chain, Audit/SOX",4,EMP_0315,0.992900014,EMP_0313,0.991400003,EMP_0312,0.991299987
EMP_0312,"Business Lead, Oracle Solutions Finance",18,Oracle Finance Systems,"['Excel', 'Oracle/ERP', 'Supply Chain', 'Audit/SOX']","Excel, Oracle/ERP, Supply Chain, Audit/SOX",4,EMP_0313,0.996299982,EMP_0308,0.991400003,EMP_0311,0.991299987
EMP_0313,"Business Lead, Oracle Solutions",18,Oracle Finance Systems,"['Excel', 'Oracle/ERP', 'Supply Chain', 'Audit/SOX']","Excel, Oracle/ERP, Supply Chain, Audit/SOX",4,EMP_0312,0.996299982,EMP_0308,0.992900014,EMP_0311,0.991400003
